"TYPE_NAME","PACKAGE_NAME"
"SDO_ELEM_INFO_ARRAY","GRAB_SDO"
"SDO_GEOMETRY","GRAB_SDO"
"SDO_ORDINATE_ARRAY","GRAB_SDO"
"SDO_POINT_TYPE","GRAB_SDO"
"ST_GEOMETRY","GRAB_SDO"
